FES Amp = 0.0
FES Dur = 0.0
FES F = 0.0
FES Np = 0.0
Thread Time (s), Thread Voltage (V), GUI Time (s), GUI Voltage (V), Inner Loop Time (s), 'Window Flag
0.25426578521728516,1.2484130985442672,0.6916046142578125,1.2482880947294535,0.7068314552307129,0
0.25726914405822754,1.2482880947294535,0.7137365341186523,1.2481630909146397,0.7280728816986084,0
0.26068568229675293,1.2486631061738946,0.730781078338623,1.2482880947294535,0.751755952835083,0
0.2639780044555664,1.2482880947294535,0.7575726509094238,1.2482880947294535,0.7730357646942139,0
0.266890287399292,1.2482880947294535,0.7763757705688477,1.2484130985442672,0.794536828994751,0
0.2705690860748291,1.2482880947294535,0.8004631996154785,1.2484130985442672,0.8185064792633057,0
0.2759861946105957,1.2485381023590807,0.8206102848052979,1.2482880947294535,0.8402791023254395,0
0.29266953468322754,1.2482880947294535,0.846280574798584,1.2482880947294535,0.8632616996765137,0
0.31038427352905273,1.2486631061738946,0.8701179027557373,1.2482880947294535,0.8866763114929199,0
0.3195624351501465,1.2482880947294535,0.8923661708831787,1.2484130985442672,0.9085726737976074,0
0.3258075714111328,1.2484130985442672,0.9142343997955322,1.2482880947294535,0.9308829307556152,0
0.330364465713501,1.2481630909146397,0.9302895069122314,1.2482880947294535,0.954235315322876,0
0.33498620986938477,1.2482880947294535,0.9603016376495361,1.2484130985442672,0.9769086837768555,0
0.337968111038208,1.2485381023590807,0.9764392375946045,1.2485381023590807,0.9992580413818359,0
0.3409879207611084,1.2485381023590807,1.001366138458252,1.2484130985442672,1.0225203037261963,0
0.34395289421081543,1.2479130832850125,1.0256569385528564,1.2482880947294535,1.0444540977478027,0
0.34685444831848145,1.2484130985442672,1.048811674118042,1.2482880947294535,1.066577434539795,0
0.3507115840911865,1.2482880947294535,1.0649666786193848,1.2485381023590807,1.0884819030761719,0
0.3637387752532959,1.2484130985442672,1.0944874286651611,1.2484130985442672,1.1100506782531738,0
0.3723745346069336,1.2484130985442672,1.113013744354248,1.2482880947294535,1.1312620639801025,0
0.3771347999572754,1.2484130985442672,1.134275197982788,1.2481630909146397,1.1547107696533203,0
0.393817663192749,1.2485381023590807,1.161682367324829,1.2482880947294535,1.1768131256103516,0
0.39876413345336914,1.2486631061738946,1.1798040866851807,1.2482880947294535,1.1982970237731934,0
0.4048917293548584,1.247663075655385,1.1978106498718262,1.2482880947294535,1.220980167388916,0
0.41818857192993164,1.2481630909146397,1.224471092224121,1.2482880947294535,1.2432188987731934,0
0.42339587211608887,1.2482880947294535,1.2466142177581787,1.2482880947294535,1.2652349472045898,0
0.4291558265686035,1.2481630909146397,1.2708909511566162,1.2481630909146397,1.2886393070220947,0
0.4337925910949707,1.2482880947294535,1.294738531112671,1.2482880947294535,1.3105566501617432,0
0.44809603691101074,1.2484130985442672,1.3129284381866455,1.2484130985442672,1.3328170776367188,0
0.4549689292907715,1.2481630909146397,1.337763786315918,1.2484130985442672,1.355633020401001,0
0.46771860122680664,1.2482880947294535,1.3608472347259521,1.2482880947294535,1.377676010131836,0
0.4769246578216553,1.2482880947294535,1.3816370964050293,1.2482880947294535,1.4006600379943848,0
0.48113250732421875,1.2482880947294535,1.4066169261932373,1.2482880947294535,1.422804594039917,0
0.49688053131103516,1.2482880947294535,1.4286630153656006,1.2482880947294535,1.4454970359802246,0
0.5050055980682373,1.2482880947294535,1.4495713710784912,1.2482880947294535,1.4684076309204102,0
0.5153796672821045,1.2482880947294535,1.4709670543670654,1.2484130985442672,1.4909706115722656,0
0.5237998962402344,1.2481630909146397,1.494532585144043,1.2484130985442672,1.5139734745025635,0
0.5273199081420898,1.2481630909146397,1.5175693035125732,1.2484130985442672,1.5368773937225342,0
0.5421040058135986,1.2481630909146397,1.5407629013061523,1.2481630909146397,1.5598211288452148,0
0.5467429161071777,1.2481630909146397,1.5633940696716309,1.248038087099826,1.5828313827514648,0
0.5515279769897461,1.2481630909146397,1.58585524559021,1.2485381023590807,1.606708288192749,0
0.5644700527191162,1.2482880947294535,1.6132643222808838,1.248038087099826,1.629394292831421,0
0.5704882144927979,1.2484130985442672,1.6362202167510986,1.2482880947294535,1.6528382301330566,0
0.5807249546051025,1.2481630909146397,1.6523888111114502,1.2484130985442672,1.6761202812194824,0
0.5902554988861084,1.2485381023590807,1.675663948059082,1.2485381023590807,1.6992950439453125,0
0.601102352142334,1.2484130985442672,1.7051825523376465,1.2482880947294535,1.7233493328094482,0
0.6077597141265869,1.2482880947294535,1.7271857261657715,1.2481630909146397,1.7473070621490479,0
0.6111736297607422,1.2482880947294535,1.7538397312164307,1.2482880947294535,1.7707359790802002,0
0.6250545978546143,1.2484130985442672,1.769042730331421,1.2484130985442672,1.7940495014190674,0
0.6285839080810547,1.2484130985442672,1.8000104427337646,1.2479130832850125,1.8176214694976807,0
0.6313509941101074,1.2484130985442672,1.8244471549987793,1.2482880947294535,1.8422799110412598,0
0.646233081817627,1.2482880947294535,1.8480572700500488,1.2481630909146397,1.8661167621612549,0
0.6524744033813477,1.2482880947294535,1.8724033832550049,1.2484130985442672,1.8901143074035645,0
0.6634283065795898,1.2485381023590807,1.8972387313842773,1.2481630909146397,1.9144377708435059,0
0.6703107357025146,1.2472880642109438,1.92130708694458,1.2484130985442672,1.940028190612793,0
0.6741969585418701,1.2481630909146397,1.9386188983917236,1.2485381023590807,1.9633829593658447,0
0.6854848861694336,1.2484130985442672,1.9690358638763428,1.2481630909146397,1.9873669147491455,0
0.6916046142578125,1.2482880947294535,1.99428391456604,1.2482880947294535,2.0118792057037354,0
0.695314884185791,1.2484130985442672,2.0176196098327637,1.2484130985442672,2.035742998123169,0
0.7096428871154785,1.2484130985442672,2.0425024032592773,1.2482880947294535,2.0606911182403564,0
0.7137365341186523,1.2481630909146397,2.0666065216064453,1.2482880947294535,2.085569381713867,0
0.7175822257995605,1.2484130985442672,2.085094690322876,1.2482880947294535,2.1097381114959717,0
0.730781078338623,1.2482880947294535,2.1070659160614014,1.2484130985442672,2.1346993446350098,0
0.7364330291748047,1.2484130985442672,2.1342318058013916,1.2484130985442672,2.1596577167510986,0
0.739854097366333,1.2484130985442672,2.1651790142059326,1.2485381023590807,2.184544324874878,0
0.7504642009735107,1.2484130985442672,2.1913371086120605,1.2482880947294535,2.2097020149230957,0
0.7575726509094238,1.2482880947294535,2.2157044410705566,1.2482880947294535,2.2349419593811035,0
0.7613315582275391,1.248038087099826,2.242868661880493,1.2482880947294535,2.260664939880371,0
0.7763757705688477,1.2484130985442672,2.2664992809295654,1.2482880947294535,2.2859530448913574,0
0.7812387943267822,1.2484130985442672,2.285398483276367,1.2485381023590807,2.30621075630188,0
0.7940342426300049,1.2482880947294535,2.3127682209014893,1.2484130985442672,2.325965166091919,0
0.8004631996154785,1.2484130985442672,2.329177141189575,1.2481630909146397,2.3462913036346436,0
0.8043467998504639,1.2479130832850125,2.349531888961792,1.2482880947294535,2.3670079708099365,0
0.8078536987304688,1.2482880947294535,2.3691928386688232,1.2482880947294535,2.3873257637023926,0
0.8206102848052979,1.2482880947294535,2.381884813308716,1.2484130985442672,2.4081239700317383,0
0.8263380527496338,1.2484130985442672,2.4076666831970215,1.2484130985442672,2.4281017780303955,0
0.8397445678710938,1.2481630909146397,2.419672966003418,1.2482880947294535,2.4482710361480713,0
0.846280574798584,1.2482880947294535,2.454155206680298,1.2484130985442672,2.4693758487701416,0
0.8510732650756836,1.2482880947294535,2.475799322128296,1.2482880947294535,2.489654302597046,0
0.8625707626342773,1.2484130985442672,2.4933061599731445,1.2484130985442672,2.5098161697387695,0
0.8701179027557373,1.2482880947294535,2.51639461517334,1.2484130985442672,2.5302600860595703,0
0.8738656044006348,1.2489131138035219,2.534144401550293,1.2484130985442672,2.5506718158721924,0
0.8861393928527832,1.2481630909146397,2.556450605392456,1.2482880947294535,2.571169853210449,0
0.8923661708831787,1.2484130985442672,2.574324607849121,1.2481630909146397,2.5913610458374023,0
0.8960921764373779,1.2481630909146397,2.5833020210266113,1.2482880947294535,2.611354112625122,0
0.9142343997955322,1.2482880947294535,2.6145212650299072,1.2484130985442672,2.6369121074676514,0
0.9192242622375488,1.2481630909146397,2.6364190578460693,1.2482880947294535,2.6618402004241943,0
0.9302895069122314,1.2482880947294535,2.6612708568573,1.2482880947294535,2.6874020099639893,0
0.9375953674316406,1.2482880947294535,2.6913771629333496,1.2484130985442672,2.713104486465454,0
0.9414806365966797,1.2482880947294535,2.7125165462493896,1.2484130985442672,2.738943576812744,0
0.9537258148193359,1.2484130985442672,2.7384471893310547,1.2484130985442672,2.8033387660980225,0
0.9603016376495361,1.2484130985442672,2.810509443283081,1.2482880947294535,2.830287218093872,0
0.963897705078125,1.2481630909146397,2.837629556655884,1.2482880947294535,2.852187395095825,0
0.9764392375946045,1.2485381023590807,2.8582680225372314,1.248038087099826,2.872281312942505,0
0.9855613708496094,1.2486631061738946,2.875359535217285,1.2485381023590807,2.8919565677642822,0
0.9912862777709961,1.2481630909146397,2.8913943767547607,1.2484130985442672,2.9125893115997314,0
1.001366138458252,1.2484130985442672,2.914710760116577,1.2484130985442672,2.9323675632476807,0
1.0079889297485352,1.2481630909146397,2.9400768280029297,1.2481630909146397,2.95375657081604,0
1.0116868019104004,1.2482880947294535,2.9584062099456787,1.248038087099826,2.9741439819335938,0
1.0256569385528564,1.2482880947294535,2.979727029800415,1.2482880947294535,2.9945802688598633,0
1.0308318138122559,1.2481630909146397,2.996846914291382,1.2482880947294535,3.014291763305664,0
1.0351800918579102,1.2482880947294535,3.02085280418396,1.2482880947294535,3.0346195697784424,0
1.048811674118042,1.2482880947294535,3.038154125213623,1.2482880947294535,3.0551862716674805,0
1.0530824661254883,1.247663075655385,3.048327684402466,1.2484130985442672,3.074742555618286,0
1.0649666786193848,1.2485381023590807,3.077613353729248,1.2482880947294535,3.0944018363952637,0
1.0727412700653076,1.2484130985442672,3.093834638595581,1.2484130985442672,3.1142172813415527,0
1.0764102935791016,1.2484130985442672,3.118356466293335,1.2484130985442672,3.1355042457580566,0
1.0880043506622314,1.2485381023590807,3.1349802017211914,1.2484130985442672,3.155475378036499,0
1.0944874286651611,1.2484130985442672,3.1624341011047363,1.2482880947294535,3.1757445335388184,0
1.0980517864227295,1.2481630909146397,3.178760528564453,1.2484130985442672,3.195871591567993,0
1.113013744354248,1.2482880947294535,3.2025530338287354,1.2482880947294535,3.216336727142334,0
1.1186153888702393,1.2479130832850125,3.2232189178466797,1.2481630909146397,3.2373311519622803,0
1.122483730316162,1.2481630909146397,3.2397217750549316,1.2472880642109438,3.2632217407226562,0
1.134275197982788,1.2481630909146397,3.2668166160583496,1.2482880947294535,3.290499210357666,0
1.1409358978271484,1.2486631061738946,3.2966036796569824,1.2489131138035219,3.3116188049316406,0
1.1464943885803223,1.2484130985442672,3.31807804107666,1.2484130985442672,3.3388333320617676,0
1.158043622970581,1.2484130985442672,3.3449180126190186,1.2492881252479628,3.3606462478637695,0
1.161682367324829,1.2482880947294535,3.3662796020507812,1.2484130985442672,3.387953281402588,0
1.1645267009735107,1.2485381023590807,3.3944921493530273,1.248038087099826,3.4089787006378174,0
1.1798040866851807,1.2482880947294535,3.414581775665283,1.2485381023590807,3.4293224811553955,0
1.186502456665039,1.2484130985442672,3.4368343353271484,1.2482880947294535,3.4494051933288574,0
1.1978106498718262,1.2482880947294535,3.455319404602051,1.2484130985442672,3.4706778526306152,0
1.2069523334503174,1.2489131138035219,3.47676157951355,1.2484130985442672,3.4916179180145264,0
1.2125332355499268,1.2484130985442672,3.4981133937835693,1.2484130985442672,3.5121734142303467,0
1.224471092224121,1.2482880947294535,3.5194365978240967,1.2484130985442672,3.5320513248443604,0
1.2293024063110352,1.2482880947294535,3.538663625717163,1.2482880947294535,3.5528011322021484,0
1.2342894077301025,1.2482880947294535,3.555310010910034,1.2485381023590807,3.572589874267578,0
1.2466142177581787,1.2482880947294535,3.578162431716919,1.2484130985442672,3.597470760345459,0
1.2531425952911377,1.2484130985442672,3.605116367340088,1.2482880947294535,3.6178224086761475,0
1.2648215293884277,1.2485381023590807,3.6220579147338867,1.2484130985442672,3.6386308670043945,0
1.2708909511566162,1.2481630909146397,3.6454052925109863,1.2482880947294535,3.6640889644622803,0
1.2753636837005615,1.2484130985442672,3.6705946922302246,1.2485381023590807,3.6838998794555664,0
1.2881014347076416,1.2481630909146397,3.686579465866089,1.2482880947294535,3.704866886138916,0
1.294738531112671,1.2482880947294535,3.704306125640869,1.2484130985442672,3.7304651737213135,0
1.2982804775238037,1.2482880947294535,3.7299816608428955,1.2484130985442672,3.756666421890259,0
1.3129284381866455,1.2484130985442672,3.7625467777252197,1.2482880947294535,3.7820749282836914,0
1.318810224533081,1.2481630909146397,3.787957191467285,1.2484130985442672,3.8034186363220215,0
1.3235721588134766,1.2481630909146397,3.8093554973602295,1.2482880947294535,3.823474407196045,0
1.337763786315918,1.2484130985442672,3.8129982948303223,1.2479130832850125,3.8429908752441406,0
1.3418662548065186,1.2482880947294535,3.842434883117676,1.2481630909146397,3.869396686553955,0
1.3474504947662354,1.2484130985442672,3.8688905239105225,1.2481630909146397,3.8946170806884766,0
1.3608472347259521,1.2482880947294535,3.900224447250366,1.2484130985442672,3.92063307762146,0
1.3652057647705078,1.2479130832850125,3.920132875442505,1.2482880947294535,3.940352439880371,0
1.3706843852996826,1.2481630909146397,3.9434821605682373,1.2481630909146397,3.9607837200164795,0
1.3816370964050293,1.2482880947294535,3.9634406566619873,1.2484130985442672,3.9806206226348877,0
1.386139154434204,1.2485381023590807,3.985185384750366,1.2485381023590807,4.00792121887207,0
1.3894553184509277,1.2482880947294535,4.007377862930298,1.2484130985442672,4.033171892166138,0
1.4000837802886963,1.2484130985442672,4.0401928424835205,1.2484130985442672,4.059128284454346,0
1.4066169261932373,1.2482880947294535,4.065876245498657,1.2481630909146397,4.079945087432861,0
1.4101901054382324,1.2484130985442672,4.069587230682373,1.2484130985442672,4.099592685699463,0
1.422391414642334,1.2482880947294535,4.105844497680664,1.2485381023590807,4.125726699829102,0
1.4286630153656006,1.2482880947294535,4.1323394775390625,1.2484130985442672,4.1515867710113525,0
1.4331638813018799,1.2481630909146397,4.1579554080963135,1.2485381023590807,4.1776652336120605,0
1.4451076984405518,1.2482880947294535,4.184790134429932,1.2484130985442672,4.2037694454193115,0
1.4495713710784912,1.2482880947294535,4.2032082080841064,1.2481630909146397,4.230083227157593,0
1.4539039134979248,1.2482880947294535,4.236145496368408,1.2486631061738946,4.250417947769165,0
1.4572055339813232,1.2484130985442672,4.2499799728393555,1.2485381023590807,4.270913600921631,0
1.4709670543670654,1.2484130985442672,4.277811765670776,1.248038087099826,4.329745769500732,0
1.4766871929168701,1.2487881099887082,4.329260587692261,1.2482880947294535,4.355648040771484,0
1.480591058731079,1.2482880947294535,4.355080842971802,1.2482880947294535,4.376619577407837,0
1.494532585144043,1.2484130985442672,4.379130125045776,1.2485381023590807,4.396918773651123,0
1.499971866607666,1.2482880947294535,4.400500535964966,1.2484130985442672,4.417511463165283,0
1.504169225692749,1.2481630909146397,4.424017906188965,1.2482880947294535,4.437724351882935,0
1.5175693035125732,1.2484130985442672,4.444457292556763,1.2481630909146397,4.458812952041626,0
1.5233771800994873,1.2487881099887082,4.464698553085327,1.2484130985442672,4.478799104690552,0
1.5268867015838623,1.2485381023590807,4.468499660491943,1.2482880947294535,4.498969554901123,0
1.5407629013061523,1.2481630909146397,4.505026340484619,1.2481630909146397,4.525729656219482,0
1.5461342334747314,1.2484130985442672,4.53415584564209,1.2482880947294535,4.552805423736572,0
1.5521092414855957,1.2484130985442672,4.558372974395752,1.2484130985442672,4.572989225387573,0
1.5633940696716309,1.248038087099826,4.580917119979858,1.2482880947294535,4.6024744510650635,0
1.5680193901062012,1.2485381023590807,4.613584995269775,1.2484130985442672,4.634601831436157,0
1.5718886852264404,1.2484130985442672,4.642534017562866,1.2484130985442672,4.658063888549805,0
1.58585524559021,1.2485381023590807,4.661545753479004,1.2482880947294535,4.679295778274536,0
1.5920920372009277,1.248038087099826,4.682469606399536,1.2484130985442672,4.701004981994629,0
1.5957131385803223,1.248038087099826,4.7044150829315186,1.2482880947294535,4.723362922668457,0
1.6062524318695068,1.2482880947294535,4.718248128890991,1.2485381023590807,4.7464892864227295,0
1.6132643222808838,1.248038087099826,4.7522923946380615,1.2486631061738946,4.7696826457977295,0
1.6170430183410645,1.2482880947294535,4.769051790237427,1.2484130985442672,4.792056083679199,0
1.6289715766906738,1.2482880947294535,4.797847270965576,1.2482880947294535,4.814071416854858,0
1.6362202167510986,1.2482880947294535,4.819619655609131,1.2485381023590807,4.836229562759399,0
1.6396992206573486,1.2486631061738946,4.83928656578064,1.248038087099826,4.858523368835449,0
1.6523888111114502,1.2484130985442672,4.865317106246948,1.2482880947294535,4.882265329360962,0
1.6602435111999512,1.2484130985442672,4.8885979652404785,1.2484130985442672,4.906005144119263,0
1.6640267372131348,1.2484130985442672,4.9118053913116455,1.2484130985442672,4.928327798843384,0
1.675663948059082,1.2485381023590807,4.9278059005737305,1.2482880947294535,4.950035333633423,0
1.6819806098937988,1.2481630909146397,4.953462839126587,1.248038087099826,4.973681688308716,0
1.6857914924621582,1.2485381023590807,4.976988315582275,1.2484130985442672,4.996195554733276,0
1.6988067626953125,1.2482880947294535,5.002270221710205,1.2485381023590807,5.018831729888916,0
1.7051825523376465,1.2482880947294535,5.0180089473724365,1.2484130985442672,5.042173385620117,0
1.7094841003417969,1.2482880947294535,5.047596216201782,1.2481630909146397,5.065170764923096,0
1.7148866653442383,1.2482880947294535,5.07232141494751,1.2482880947294535,5.0877203941345215,0
1.7271857261657715,1.2481630909146397,5.090855598449707,1.2482880947294535,5.109293699264526,0
1.7322759628295898,1.2482880947294535,5.114923000335693,1.2485381023590807,5.131595849990845,0
1.736133337020874,1.2482880947294535,5.138263702392578,1.2479130832850125,5.154290676116943,0
1.7468440532684326,1.2481630909146397,5.15674901008606,1.2482880947294535,5.1770994663238525,0
1.7538397312164307,1.2482880947294535,5.18186092376709,1.2482880947294535,5.199028253555298,0
1.757516860961914,1.2482880947294535,5.198389768600464,1.2484130985442672,5.2211594581604,0
1.769042730331421,1.2484130985442672,5.220548152923584,1.2484130985442672,5.242676734924316,0
1.7782838344573975,1.2484130985442672,5.245652198791504,1.2484130985442672,5.264933347702026,0
1.7815783023834229,1.2481630909146397,5.27125358581543,1.2482880947294535,5.28821873664856,0
1.7935786247253418,1.2482880947294535,5.287661075592041,1.2481630909146397,5.310202121734619,0
1.8000104427337646,1.2479130832850125,5.315752267837524,1.2486631061738946,5.332642316818237,0
1.8036060333251953,1.2481630909146397,5.335519552230835,1.2484130985442672,5.355886220932007,0
1.817150592803955,1.2481630909146397,5.361478328704834,1.2484130985442672,5.377120494842529,0
1.8244471549987793,1.2482880947294535,5.380357980728149,1.2484130985442672,5.398725509643555,0
1.8279273509979248,1.2481630909146397,5.404839515686035,1.2484130985442672,5.4247612953186035,0
1.8402416706085205,1.2482880947294535,5.4306347370147705,1.2482880947294535,5.4486002922058105,0
1.8480572700500488,1.2481630909146397,5.451356410980225,1.2484130985442672,5.473194599151611,0
1.8517084121704102,1.2482880947294535,5.609547853469849,1.2485381023590807,5.617277383804321,0
1.865511178970337,1.2482880947294535,5.643266677856445,1.2481630909146397,5.6517417430877686,0
1.8724033832550049,1.2484130985442672,5.680208921432495,1.2489131138035219,5.686825275421143,0
1.8765017986297607,1.2484130985442672,5.6996519565582275,1.2484130985442672,5.7151243686676025,0
1.8895611763000488,1.2484130985442672,5.722943544387817,1.2484130985442672,5.734165906906128,0
1.8972387313842773,1.2481630909146397,5.8323655128479,1.2484130985442672,5.87042498588562,0
1.9010462760925293,1.2481630909146397,5.8826305866241455,1.2484130985442672,5.907474994659424,0
1.913931131362915,1.2484130985442672,5.924455881118774,1.2484130985442672,5.943644285202026,0
1.92130708694458,1.2484130985442672,5.960651397705078,1.247663075655385,5.978653907775879,0
1.9250624179840088,1.2481630909146397,5.9958860874176025,1.2485381023590807,6.012250900268555,0
1.9386188983917236,1.2485381023590807,6.027943134307861,1.2479130832850125,6.044033765792847,0
1.9462134838104248,1.2484130985442672,6.060301780700684,1.2484130985442672,6.07823371887207,0
1.950382947921753,1.2482880947294535,6.09112548828125,1.2482880947294535,6.110702991485596,0
1.9626846313476562,1.2482880947294535,6.125892400741577,1.2481630909146397,6.141964673995972,0
1.9690358638763428,1.2481630909146397,6.158371448516846,1.2482880947294535,6.173486948013306,0
1.9735195636749268,1.2482880947294535,6.189550161361694,1.248038087099826,6.205159664154053,0
1.9868271350860596,1.2484130985442672,6.222270965576172,1.2484130985442672,6.236499071121216,0
1.99428391456604,1.2482880947294535,6.251710414886475,1.2481630909146397,6.27065110206604,0
1.997844934463501,1.2481630909146397,6.284829378128052,1.2486631061738946,6.301502704620361,0
2.011324167251587,1.2485381023590807,6.313678979873657,1.2484130985442672,6.333892345428467,0
2.0176196098327637,1.2484130985442672,6.349626302719116,1.2484130985442672,6.365643262863159,0
2.0211281776428223,1.2482880947294535,6.376978397369385,1.2481630909146397,6.397747039794922,0
2.0352423191070557,1.2484130985442672,6.4104931354522705,1.2482880947294535,6.428507566452026,0
2.0425024032592773,1.2482880947294535,6.443367958068848,1.2482880947294535,6.458619832992554,0
2.04628586769104,1.2486631061738946,6.472469806671143,1.2484130985442672,6.488802433013916,0
2.0601589679718018,1.2484130985442672,6.502602815628052,1.2485381023590807,6.52051043510437,0
2.0666065216064453,1.2482880947294535,6.5362324714660645,1.2489131138035219,6.552859544754028,0
2.070128917694092,1.2484130985442672,6.568119525909424,1.2492881252479628,6.584594249725342,0
2.085094690322876,1.2482880947294535,6.601808071136475,1.2482880947294535,6.6214659214019775,0
2.0945346355438232,1.2484130985442672,6.6336939334869385,1.2482880947294535,6.651589870452881,0
2.1070659160614014,1.2484130985442672,6.6654205322265625,1.2481630909146397,6.682218790054321,0
2.1155447959899902,1.2484130985442672,6.69805908203125,1.2482880947294535,6.7122108936309814,0
2.1191470623016357,1.2482880947294535,6.725805759429932,1.2481630909146397,6.742333889007568,0
2.1342318058013916,1.2484130985442672,6.7581093311309814,1.2481630909146397,6.773772239685059,0
2.14123272895813,1.2481630909146397,6.7893195152282715,1.2482880947294535,6.806674480438232,0
2.1455438137054443,1.2485381023590807,6.822932720184326,1.2482880947294535,6.8389670848846436,0
2.1568055152893066,1.2484130985442672,6.853150129318237,1.2482880947294535,6.871089220046997,0
2.1651790142059326,1.2485381023590807,6.884986400604248,1.2482880947294535,6.901474952697754,0
2.1689255237579346,1.2485381023590807,6.911940336227417,1.2485381023590807,6.9319212436676025,0
2.1840553283691406,1.2484130985442672,6.946857213973999,1.2485381023590807,6.9623637199401855,0
2.1913371086120605,1.2482880947294535,6.975978851318359,1.2484130985442672,6.992329835891724,0
2.1952407360076904,1.248038087099826,7.007199287414551,1.2482880947294535,7.02406907081604,0
2.20918607711792,1.2485381023590807,7.0356361865997314,1.2484130985442672,7.0560338497161865,0
2.2157044410705566,1.2482880947294535,7.0709192752838135,1.2482880947294535,7.088088750839233,0
2.2192699909210205,1.2485381023590807,7.104306697845459,1.248038087099826,7.119086980819702,0
2.2368884086608887,1.2485381023590807,7.133672475814819,1.2482880947294535,7.1496946811676025,0
2.242868661880493,1.2482880947294535,7.161969423294067,1.2484130985442672,7.182572364807129,0
2.245537757873535,1.2484130985442672,7.195642471313477,1.2482880947294535,7.2134246826171875,0
2.2601430416107178,1.2484130985442672,7.226343870162964,1.2484130985442672,7.2440409660339355,0
2.2664992809295654,1.2482880947294535,7.255701541900635,1.2484130985442672,7.275137901306152,0
2.270127534866333,1.2482880947294535,7.288537979125977,1.2485381023590807,7.306795835494995,0
2.285398483276367,1.2485381023590807,7.321958541870117,1.2482880947294535,7.3396265506744385,0
2.2926878929138184,1.2482880947294535,7.357625961303711,1.2484130985442672,7.385865211486816,0
2.2970480918884277,1.2482880947294535,7.404271602630615,1.2486631061738946,7.426227807998657,0
2.3057615756988525,1.248038087099826,7.441485166549683,1.248038087099826,7.4627845287323,0
2.3127682209014893,1.2484130985442672,7.4751527309417725,1.2479130832850125,7.49650502204895,0
2.3166747093200684,1.2484130985442672,7.506692886352539,1.2481630909146397,7.527267932891846,0
2.329177141189575,1.2481630909146397,7.540259122848511,1.2485381023590807,7.55882716178894,0
2.333892822265625,1.2485381023590807,7.575527667999268,1.2485381023590807,7.590096950531006,0
2.3456740379333496,1.2485381023590807,7.60741925239563,1.2481630909146397,7.622644424438477,0
2.349531888961792,1.2482880947294535,7.637179851531982,1.2485381023590807,7.655012607574463,0
2.354218006134033,1.2482880947294535,7.66670298576355,1.2481630909146397,7.686970233917236,0
2.359039545059204,1.2485381023590807,7.7018818855285645,1.248038087099826,7.72108793258667,0
2.3691928386688232,1.2482880947294535,7.73524284362793,1.2484130985442672,7.752656936645508,0
2.3746981620788574,1.2485381023590807,7.768146753311157,1.2482880947294535,7.785189151763916,0
2.381884813308716,1.2484130985442672,7.798831939697266,1.2481630909146397,7.815687656402588,0
2.3940207958221436,1.2481630909146397,7.828188419342041,1.2482880947294535,7.846649885177612,0
2.3984270095825195,1.2485381023590807,7.858903646469116,1.2482880947294535,7.87731146812439,0
2.4076666831970215,1.2484130985442672,7.892617225646973,1.2485381023590807,7.9086220264434814,0
2.414048433303833,1.2482880947294535,7.9219419956207275,1.2484130985442672,7.940268278121948,0
2.419672966003418,1.2482880947294535,7.952831745147705,1.2484130985442672,7.972024202346802,0
2.433988094329834,1.2482880947294535,7.986623048782349,1.2482880947294535,8.003685235977173,0
2.447784662246704,1.2482880947294535,8.018744468688965,1.2482880947294535,8.03585433959961,0
2.454155206680298,1.2484130985442672,8.050663471221924,1.2481630909146397,8.067596435546875,0
